created_at,favorite_count,full_text,lang,retweet_count,username,cleaned_text,case_folded,tokens,filtered_tokens
Sat May 03 12:55:35 +0000 2025,15,Mohon maaf pembahasannya keluar Jalur tp ya si hongye itu diliat² dia bucin bnget ke istri nya tapi knpa ke anak nya jadi REDFLEG parah kasian bnget si fugui hidup nya menderita gara²bapaknya nangis bawang gw #LoveInPavilion https://t.co/dasJaoM32P,in,3,lvrywain,Mohon maaf pembahasannya keluar Jalur tp ya si hongye itu diliat dia bucin bnget ke istri nya tapi knpa ke anak nya jadi REDFLEG parah kasian bnget si fugui hidup nya menderita garabapaknya nangis bawang gw,mohon maaf pembahasannya keluar jalur tp ya si hongye itu diliat dia bucin bnget ke istri nya tapi knpa ke anak nya jadi redfleg parah kasian bnget si fugui hidup nya menderita garabapaknya nangis bawang gw,"['mohon', 'maaf', 'pembahasannya', 'keluar', 'jalur', 'tp', 'ya', 'si', 'hongye', 'itu', 'diliat', 'dia', 'bucin', 'bnget', 'ke', 'istri', 'nya', 'tapi', 'knpa', 'ke', 'anak', 'nya', 'jadi', 'redfleg', 'parah', 'kasian', 'bnget', 'si', 'fugui', 'hidup', 'nya', 'menderita', 'garabapaknya', 'nangis', 'bawang', 'gw']","['mohon', 'maaf', 'pembahasannya', 'jalur', 'tp', 'ya', 'si', 'hongye', 'diliat', 'bucin', 'bnget', 'istri', 'knpa', 'anak', 'redfleg', 'parah', 'kasian', 'bnget', 'si', 'fugui', 'hidup', 'menderita', 'garabapaknya', 'nangis', 'bawang', 'gw']"
Sun May 11 06:05:26 +0000 2025,17,Gue itu tipe yg gampang bucin sama cowok gue. justru kalo dia cuek gue malah makin pengen ngedeketin dia. kek gemes sendiri sama sikapnya yg cuek. giliran dia udah bucin gue yg jadi ga mood sama dia berasa gak ada tantangannya hahaha,in,0,luvettafair,Gue itu tipe yg gampang bucin sama cowok gue justru kalo dia cuek gue malah makin pengen ngedeketin dia kek gemes sendiri sama sikapnya yg cuek giliran dia udah bucin gue yg jadi ga mood sama dia berasa gak ada tantangannya hahaha,gue itu tipe yg gampang bucin sama cowok gue justru kalo dia cuek gue malah makin pengen ngedeketin dia kek gemes sendiri sama sikapnya yg cuek giliran dia udah bucin gue yg jadi ga mood sama dia berasa gak ada tantangannya hahaha,"['gue', 'itu', 'tipe', 'yg', 'gampang', 'bucin', 'sama', 'cowok', 'gue', 'justru', 'kalo', 'dia', 'cuek', 'gue', 'malah', 'makin', 'pengen', 'ngedeketin', 'dia', 'kek', 'gemes', 'sendiri', 'sama', 'sikapnya', 'yg', 'cuek', 'giliran', 'dia', 'udah', 'bucin', 'gue', 'yg', 'jadi', 'ga', 'mood', 'sama', 'dia', 'berasa', 'gak', 'ada', 'tantangannya', 'hahaha']","['gue', 'tipe', 'yg', 'gampang', 'bucin', 'cowok', 'gue', 'kalo', 'cuek', 'gue', 'pengen', 'ngedeketin', 'kek', 'gemes', 'sikapnya', 'yg', 'cuek', 'giliran', 'udah', 'bucin', 'gue', 'yg', 'ga', 'mood', 'berasa', 'gak', 'tantangannya', 'hahaha']"
Wed May 07 14:20:16 +0000 2025,8,aku cantik dan lucu kali pantas pacarku bucin ️ https://t.co/FTf2xQAJJW,in,0,ichryni,aku cantik dan lucu kali pantas pacarku bucin,aku cantik dan lucu kali pantas pacarku bucin,"['aku', 'cantik', 'dan', 'lucu', 'kali', 'pantas', 'pacarku', 'bucin']","['cantik', 'lucu', 'kali', 'pacarku', 'bucin']"
Sun May 11 05:16:35 +0000 2025,2,ga sabar mereka pake aku kamu pas chatan nanti kalau Gemini Uda bucin atau si gem nya manggil sayang gitu ada kan scene ini tolongggg,in,1,fourthphilee,ga sabar mereka pake aku kamu pas chatan nanti kalau Gemini Uda bucin atau si gem nya manggil sayang gitu ada kan scene ini tolongggg,ga sabar mereka pake aku kamu pas chatan nanti kalau gemini uda bucin atau si gem nya manggil sayang gitu ada kan scene ini tolongggg,"['ga', 'sabar', 'mereka', 'pake', 'aku', 'kamu', 'pas', 'chatan', 'nanti', 'kalau', 'gemini', 'uda', 'bucin', 'atau', 'si', 'gem', 'nya', 'manggil', 'sayang', 'gitu', 'ada', 'kan', 'scene', 'ini', 'tolongggg']","['ga', 'sabar', 'pake', 'pas', 'chatan', 'gemini', 'uda', 'bucin', 'si', 'gem', 'manggil', 'sayang', 'gitu', 'scene', 'tolongggg']"
Sun May 11 06:21:55 +0000 2025,3,UNTUNG AJA TWEET INI LEWAT bisa aja gua bener bener lupa kalo masih ada oshi di jeketi yang dari awal dia di trainee gua bucin banget ,in,0,rfqrch,UNTUNG AJA TWEET INI LEWAT bisa aja gua bener bener lupa kalo masih ada oshi di jeketi yang dari awal dia di trainee gua bucin banget,untung aja tweet ini lewat bisa aja gua bener bener lupa kalo masih ada oshi di jeketi yang dari awal dia di trainee gua bucin banget,"['untung', 'aja', 'tweet', 'ini', 'lewat', 'bisa', 'aja', 'gua', 'bener', 'bener', 'lupa', 'kalo', 'masih', 'ada', 'oshi', 'di', 'jeketi', 'yang', 'dari', 'awal', 'dia', 'di', 'trainee', 'gua', 'bucin', 'banget']","['untung', 'aja', 'tweet', 'aja', 'gua', 'bener', 'bener', 'lupa', 'kalo', 'oshi', 'jeketi', 'trainee', 'gua', 'bucin', 'banget']"
Sun May 11 03:14:52 +0000 2025,15,enak banget nulis dari pov kaveh bisa bucin sambil tsunderedere (masih wip) https://t.co/TwkaG2peh0,in,2,__natsusemi,enak banget nulis dari pov kaveh bisa bucin sambil tsunderedere masih wip,enak banget nulis dari pov kaveh bisa bucin sambil tsunderedere masih wip,"['enak', 'banget', 'nulis', 'dari', 'pov', 'kaveh', 'bisa', 'bucin', 'sambil', 'tsunderedere', 'masih', 'wip']","['enak', 'banget', 'nulis', 'pov', 'kaveh', 'bucin', 'tsunderedere', 'wip']"
Mon May 05 03:52:47 +0000 2025,5749,Lewat di IG... plis gak kuatttt JOSS BUCIN WAYARR https://t.co/FFn4kC3o5u,in,1287,Lapuk_NungguHYX,Lewat di IG plis gak kuatttt JOSS BUCIN WAYARR,lewat di ig plis gak kuatttt joss bucin wayarr,"['lewat', 'di', 'ig', 'plis', 'gak', 'kuatttt', 'joss', 'bucin', 'wayarr']","['ig', 'plis', 'gak', 'kuatttt', 'joss', 'bucin', 'wayarr']"
Sun May 04 14:55:16 +0000 2025,215,/wp/ udah saatnya kalian bertemu sama pengacara super bucin yang rela jual dunia buat wanitanya ini penulisan rapi tema dan alur kompleks bahas hukum politik dan balas dendam. dari part 1 udah bikin nagih baca ini https://t.co/fudbSFn6W0,in,16,wattpadmenfess_,wp udah saatnya kalian bertemu sama pengacara super bucin yang rela jual dunia buat wanitanya ini penulisan rapi tema dan alur kompleks bahas hukum politik dan balas dendam dari part udah bikin nagih baca ini,wp udah saatnya kalian bertemu sama pengacara super bucin yang rela jual dunia buat wanitanya ini penulisan rapi tema dan alur kompleks bahas hukum politik dan balas dendam dari part udah bikin nagih baca ini,"['wp', 'udah', 'saatnya', 'kalian', 'bertemu', 'sama', 'pengacara', 'super', 'bucin', 'yang', 'rela', 'jual', 'dunia', 'buat', 'wanitanya', 'ini', 'penulisan', 'rapi', 'tema', 'dan', 'alur', 'kompleks', 'bahas', 'hukum', 'politik', 'dan', 'balas', 'dendam', 'dari', 'part', 'udah', 'bikin', 'nagih', 'baca', 'ini']","['wp', 'udah', 'bertemu', 'pengacara', 'super', 'bucin', 'rela', 'jual', 'dunia', 'wanitanya', 'penulisan', 'rapi', 'tema', 'alur', 'kompleks', 'bahas', 'hukum', 'politik', 'balas', 'dendam', 'part', 'udah', 'bikin', 'nagih', 'baca']"
Mon May 05 16:08:22 +0000 2025,139,fattah bucin syach #fattzar #fattnic https://t.co/X76Z0Xr6Lp,in,12,cheyriesm,fattah bucin syach,fattah bucin syach,"['fattah', 'bucin', 'syach']","['fattah', 'bucin', 'syach']"
Fri May 09 23:41:56 +0000 2025,285,Bucin bgt ngga kuat https://t.co/eJfTfvM0Ss,in,73,vivereluxe,Bucin bgt ngga kuat,bucin bgt ngga kuat,"['bucin', 'bgt', 'ngga', 'kuat']","['bucin', 'bgt', 'ngga', 'kuat']"
Sat May 10 09:32:07 +0000 2025,294,woi couple stm kalian ga kangen ya motoran berdua? makan rumput date? ga kangen apa? GUE KANGENN LEWATI TANTANGAN MOQEEL 159 #MQ_GotThrough159 #MOQEEL https://t.co/pMUF617K77,in,33,redhorse44,woi couple stm kalian ga kangen ya motoran berdua makan rumput date ga kangen apa GUE KANGENN LEWATI TANTANGAN MOQEEL,woi couple stm kalian ga kangen ya motoran berdua makan rumput date ga kangen apa gue kangenn lewati tantangan moqeel,"['woi', 'couple', 'stm', 'kalian', 'ga', 'kangen', 'ya', 'motoran', 'berdua', 'makan', 'rumput', 'date', 'ga', 'kangen', 'apa', 'gue', 'kangenn', 'lewati', 'tantangan', 'moqeel']","['woi', 'couple', 'stm', 'ga', 'kangen', 'ya', 'motoran', 'berdua', 'makan', 'rumput', 'date', 'ga', 'kangen', 'gue', 'kangenn', 'lewati', 'tantangan', 'moqeel']"
Tue May 06 13:35:39 +0000 2025,18,lucu bgt gasi tetep ada si mamel biar gakeliatan bucin mampusnya https://t.co/h33AjR6e4M,in,0,gebukandoun,lucu bgt gasi tetep ada si mamel biar gakeliatan bucin mampusnya,lucu bgt gasi tetep ada si mamel biar gakeliatan bucin mampusnya,"['lucu', 'bgt', 'gasi', 'tetep', 'ada', 'si', 'mamel', 'biar', 'gakeliatan', 'bucin', 'mampusnya']","['lucu', 'bgt', 'gasi', 'tetep', 'si', 'mamel', 'biar', 'gakeliatan', 'bucin', 'mampusnya']"
Sat May 03 04:10:12 +0000 2025,8757,-star kompilasi member Twice terbucin bucin ke mba IU https://t.co/9ZmgCsnaMC,in,909,starfess,star kompilasi member Twice terbucin bucin ke mba IU,star kompilasi member twice terbucin bucin ke mba iu,"['star', 'kompilasi', 'member', 'twice', 'terbucin', 'bucin', 'ke', 'mba', 'iu']","['star', 'kompilasi', 'member', 'twice', 'terbucin', 'bucin', 'mba', 'iu']"
Fri May 02 13:33:30 +0000 2025,20,Jiwon tuh baek orangnya perhatian juga bucin mampus sama Bani. Tapi gimana ya gw tim Bani sama Jaeyeol #Crushology101Ep7 https://t.co/tBRaAY2IoF,in,0,LiaaaSrk,Jiwon tuh baek orangnya perhatian juga bucin mampus sama Bani Tapi gimana ya gw tim Bani sama Jaeyeol,jiwon tuh baek orangnya perhatian juga bucin mampus sama bani tapi gimana ya gw tim bani sama jaeyeol,"['jiwon', 'tuh', 'baek', 'orangnya', 'perhatian', 'juga', 'bucin', 'mampus', 'sama', 'bani', 'tapi', 'gimana', 'ya', 'gw', 'tim', 'bani', 'sama', 'jaeyeol']","['jiwon', 'tuh', 'baek', 'orangnya', 'perhatian', 'bucin', 'mampus', 'bani', 'gimana', 'ya', 'gw', 'tim', 'bani', 'jaeyeol']"
Sun May 11 04:26:46 +0000 2025,3,BUPUS SKY ITU BUPUS (bucin mampus) #SkyNani https://t.co/bViFq2YaMn,in,1,stobellyyy,BUPUS SKY ITU BUPUS bucin mampus,bupus sky itu bupus bucin mampus,"['bupus', 'sky', 'itu', 'bupus', 'bucin', 'mampus']","['bupus', 'sky', 'bupus', 'bucin', 'mampus']"
Sun May 11 10:31:38 +0000 2025,4,includekan video bucin ini bestie @mieayambaso_o https://t.co/suhG6L4EuV,in,0,cherrieche0l,includekan video bucin ini bestie,includekan video bucin ini bestie,"['includekan', 'video', 'bucin', 'ini', 'bestie']","['includekan', 'video', 'bucin', 'bestie']"
Sat May 10 14:03:29 +0000 2025,275,mau ingetin aja nicole pemeran utama. tapi kok dia di pinggir? e buset ini situasi anjir apa buset,in,8,redhorse44,mau ingetin aja nicole pemeran utama tapi kok dia di pinggir e buset ini situasi anjir apa buset,mau ingetin aja nicole pemeran utama tapi kok dia di pinggir e buset ini situasi anjir apa buset,"['mau', 'ingetin', 'aja', 'nicole', 'pemeran', 'utama', 'tapi', 'kok', 'dia', 'di', 'pinggir', 'e', 'buset', 'ini', 'situasi', 'anjir', 'apa', 'buset']","['ingetin', 'aja', 'nicole', 'pemeran', 'utama', 'pinggir', 'e', 'buset', 'situasi', 'anjir', 'buset']"
Fri May 02 07:14:16 +0000 2025,109,POV pas mau bucin tiba tiba ketahuan orang nya https://t.co/uaAcm70z74,in,16,UnyuKookie,POV pas mau bucin tiba tiba ketahuan orang nya,pov pas mau bucin tiba tiba ketahuan orang nya,"['pov', 'pas', 'mau', 'bucin', 'tiba', 'tiba', 'ketahuan', 'orang', 'nya']","['pov', 'pas', 'bucin', 'ketahuan', 'orang']"
Sat May 03 15:14:36 +0000 2025,34,Perasaan mereka valid. Kalo ada yang invalidate dengan kata kata gini doang unstan langsung gebukin di tempat aja,in,6,BucinBoleh,Perasaan mereka valid Kalo ada yang invalidate dengan kata kata gini doang unstan langsung gebukin di tempat aja,perasaan mereka valid kalo ada yang invalidate dengan kata kata gini doang unstan langsung gebukin di tempat aja,"['perasaan', 'mereka', 'valid', 'kalo', 'ada', 'yang', 'invalidate', 'dengan', 'kata', 'kata', 'gini', 'doang', 'unstan', 'langsung', 'gebukin', 'di', 'tempat', 'aja']","['perasaan', 'valid', 'kalo', 'invalidate', 'gini', 'doang', 'unstan', 'langsung', 'gebukin', 'aja']"
Fri May 02 12:50:15 +0000 2025,61,/Wp/ He fell first he fell harder Bapak Wilson ini bucin ke istrinya nggak main-main yaa Rx: Arranged Marriage by Vbbyul https://t.co/Ne17PkMwLL,en,10,wattpadmenfess_,Wp He fell first he fell harder Bapak Wilson ini bucin ke istrinya nggak mainmain yaa Rx Arranged Marriage by Vbbyul,wp he fell first he fell harder bapak wilson ini bucin ke istrinya nggak mainmain yaa rx arranged marriage by vbbyul,"['wp', 'he', 'fell', 'first', 'he', 'fell', 'harder', 'bapak', 'wilson', 'ini', 'bucin', 'ke', 'istrinya', 'nggak', 'mainmain', 'yaa', 'rx', 'arranged', 'marriage', 'by', 'vbbyul']","['wp', 'fell', 'first', 'fell', 'harder', 'wilson', 'bucin', 'istrinya', 'nggak', 'mainmain', 'yaa', 'rx', 'arranged', 'marriage', 'vbbyul']"
Sat May 10 06:51:12 +0000 2025,11,Tiap lihat robimako mupeng punya pacar yang lebih tua. Apalagi yang bucin dan supportive kayak Robin gitu.,in,0,wiedhafp,Tiap lihat robimako mupeng punya pacar yang lebih tua Apalagi yang bucin dan supportive kayak Robin gitu,tiap lihat robimako mupeng punya pacar yang lebih tua apalagi yang bucin dan supportive kayak robin gitu,"['tiap', 'lihat', 'robimako', 'mupeng', 'punya', 'pacar', 'yang', 'lebih', 'tua', 'apalagi', 'yang', 'bucin', 'dan', 'supportive', 'kayak', 'robin', 'gitu']","['lihat', 'robimako', 'mupeng', 'pacar', 'tua', 'bucin', 'supportive', 'kayak', 'robin', 'gitu']"
Sun May 11 01:39:33 +0000 2025,4,Padahal bukan bucin yang menggelikan it's just a normal birthday donuts. Aneh bgt ni toko.,in,0,Lifyyyyyyyy,Padahal bukan bucin yang menggelikan its just a normal birthday donuts Aneh bgt ni toko,padahal bukan bucin yang menggelikan its just a normal birthday donuts aneh bgt ni toko,"['padahal', 'bukan', 'bucin', 'yang', 'menggelikan', 'its', 'just', 'a', 'normal', 'birthday', 'donuts', 'aneh', 'bgt', 'ni', 'toko']","['bucin', 'menggelikan', 'normal', 'birthday', 'donuts', 'aneh', 'bgt', 'ni', 'toko']"
Wed May 07 10:55:35 +0000 2025,13,nih dia orang perempuan macem begini nih kalo dapet laki untuk kedua kalinya biasanya justru bucin banget sama dia walopun ya dia kurang masuk tipe perempuan idaman kebanyakan; cantik seksi tegas punya pendirian dan percaya diri. https://t.co/mhlbvLTQFi,in,0,moonflwz,nih dia orang perempuan macem begini nih kalo dapet laki untuk kedua kalinya biasanya justru bucin banget sama dia walopun ya dia kurang masuk tipe perempuan idaman kebanyakan cantik seksi tegas punya pendirian dan percaya diri,nih dia orang perempuan macem begini nih kalo dapet laki untuk kedua kalinya biasanya justru bucin banget sama dia walopun ya dia kurang masuk tipe perempuan idaman kebanyakan cantik seksi tegas punya pendirian dan percaya diri,"['nih', 'dia', 'orang', 'perempuan', 'macem', 'begini', 'nih', 'kalo', 'dapet', 'laki', 'untuk', 'kedua', 'kalinya', 'biasanya', 'justru', 'bucin', 'banget', 'sama', 'dia', 'walopun', 'ya', 'dia', 'kurang', 'masuk', 'tipe', 'perempuan', 'idaman', 'kebanyakan', 'cantik', 'seksi', 'tegas', 'punya', 'pendirian', 'dan', 'percaya', 'diri']","['nih', 'orang', 'perempuan', 'macem', 'nih', 'kalo', 'dapet', 'laki', 'kalinya', 'bucin', 'banget', 'walopun', 'ya', 'masuk', 'tipe', 'perempuan', 'idaman', 'kebanyakan', 'cantik', 'seksi', 'pendirian', 'percaya']"
Sun May 04 09:52:11 +0000 2025,1129,AIR MANCUR MENJADI SAKSI HARQEEL BUCIN BOYYYYYY PANAH ASMARA HARQEEL 153 #HQ_AGZEPS153 #HARQEEL https://t.co/LxhOYwa1Pa,hi,226,kikikikiann,AIR MANCUR MENJADI SAKSI HARQEEL BUCIN BOYYYYYY PANAH ASMARA HARQEEL,air mancur menjadi saksi harqeel bucin boyyyyyy panah asmara harqeel,"['air', 'mancur', 'menjadi', 'saksi', 'harqeel', 'bucin', 'boyyyyyy', 'panah', 'asmara', 'harqeel']","['air', 'mancur', 'saksi', 'harqeel', 'bucin', 'boyyyyyy', 'panah', 'asmara', 'harqeel']"
Sun May 11 03:31:24 +0000 2025,5,abis nonton lagi dan baca bbrp komen gue kyknya makin yakin kalo jeyeon belum bener2 100% ke jimin dia juga jujur sih bilang ke jimin kalo dia msh cautious sm pilihannya gak langsung mantepin hati ke satu arah beda bgt sm jimin yg kayaknya udh bucin bgt sm jeyeon #HeartPairing,in,0,gaccigayo,abis nonton lagi dan baca bbrp komen gue kyknya makin yakin kalo jeyeon belum bener ke jimin dia juga jujur sih bilang ke jimin kalo dia msh cautious sm pilihannya gak langsung mantepin hati ke satu arah beda bgt sm jimin yg kayaknya udh bucin bgt sm jeyeon,abis nonton lagi dan baca bbrp komen gue kyknya makin yakin kalo jeyeon belum bener ke jimin dia juga jujur sih bilang ke jimin kalo dia msh cautious sm pilihannya gak langsung mantepin hati ke satu arah beda bgt sm jimin yg kayaknya udh bucin bgt sm jeyeon,"['abis', 'nonton', 'lagi', 'dan', 'baca', 'bbrp', 'komen', 'gue', 'kyknya', 'makin', 'yakin', 'kalo', 'jeyeon', 'belum', 'bener', 'ke', 'jimin', 'dia', 'juga', 'jujur', 'sih', 'bilang', 'ke', 'jimin', 'kalo', 'dia', 'msh', 'cautious', 'sm', 'pilihannya', 'gak', 'langsung', 'mantepin', 'hati', 'ke', 'satu', 'arah', 'beda', 'bgt', 'sm', 'jimin', 'yg', 'kayaknya', 'udh', 'bucin', 'bgt', 'sm', 'jeyeon']","['abis', 'nonton', 'baca', 'bbrp', 'komen', 'gue', 'kyknya', 'kalo', 'jeyeon', 'bener', 'jimin', 'jujur', 'bilang', 'jimin', 'kalo', 'msh', 'cautious', 'sm', 'pilihannya', 'gak', 'langsung', 'mantepin', 'hati', 'arah', 'beda', 'bgt', 'sm', 'jimin', 'yg', 'kayaknya', 'udh', 'bucin', 'bgt', 'sm', 'jeyeon']"
Fri May 09 13:04:23 +0000 2025,6,Malu ih William bucin banget gamau kalah dia sama si cantik sama2 langsung update feed pake sendal couple astagaaaaa remaja #WilliamEst #williamjkp #est_rvp https://t.co/HHV7K4EXf0,in,0,mondayouth,Malu ih William bucin banget gamau kalah dia sama si cantik sama langsung update feed pake sendal couple astagaaaaa remaja,malu ih william bucin banget gamau kalah dia sama si cantik sama langsung update feed pake sendal couple astagaaaaa remaja,"['malu', 'ih', 'william', 'bucin', 'banget', 'gamau', 'kalah', 'dia', 'sama', 'si', 'cantik', 'sama', 'langsung', 'update', 'feed', 'pake', 'sendal', 'couple', 'astagaaaaa', 'remaja']","['malu', 'ih', 'william', 'bucin', 'banget', 'gamau', 'kalah', 'si', 'cantik', 'langsung', 'update', 'feed', 'pake', 'sendal', 'couple', 'astagaaaaa', 'remaja']"
Sun May 11 09:49:10 +0000 2025,2,offDay...trus di telp seharian.. meski dia belum mandi... tapi aku yakin dia tetap cantik.. #gini_toh_rasanya_bucin https://t.co/8HwGQsiEtd,in,0,liradianta,offDaytrus di telp seharian meski dia belum mandi tapi aku yakin dia tetap cantik,offdaytrus di telp seharian meski dia belum mandi tapi aku yakin dia tetap cantik,"['offdaytrus', 'di', 'telp', 'seharian', 'meski', 'dia', 'belum', 'mandi', 'tapi', 'aku', 'yakin', 'dia', 'tetap', 'cantik']","['offdaytrus', 'telp', 'seharian', 'mandi', 'cantik']"
Fri May 02 15:09:50 +0000 2025,107,Lihatlah pria yg lagi kesemsem liat photo stripnya berkali kali wkwkww Jimin Bucin Mode Era #HeartPairing https://t.co/OWiDAreqXK,in,15,happyvirustt,Lihatlah pria yg lagi kesemsem liat photo stripnya berkali kali wkwkww Jimin Bucin Mode Era,lihatlah pria yg lagi kesemsem liat photo stripnya berkali kali wkwkww jimin bucin mode era,"['lihatlah', 'pria', 'yg', 'lagi', 'kesemsem', 'liat', 'photo', 'stripnya', 'berkali', 'kali', 'wkwkww', 'jimin', 'bucin', 'mode', 'era']","['lihatlah', 'pria', 'yg', 'kesemsem', 'liat', 'photo', 'stripnya', 'berkali', 'kali', 'wkwkww', 'jimin', 'bucin', 'mode', 'era']"
Sat May 10 06:38:48 +0000 2025,81,Baru kali ini masuk fandom yg punya gambar official fansnya IMUTT BANGET DIPAKEIN PITA WOIII AAARGGHH GA ENDUD/KURUS PERFECT VERSI KALEM BUCIN DAN SENGGOL BACOK JUGA ADA WKWKKWKW THANK YOU DDUKS https://t.co/ZtcrTsYFaf,in,13,anaknyasonsam,Baru kali ini masuk fandom yg punya gambar official fansnya IMUTT BANGET DIPAKEIN PITA WOIII AAARGGHH GA ENDUDKURUS PERFECT VERSI KALEM BUCIN DAN SENGGOL BACOK JUGA ADA WKWKKWKW THANK YOU DDUKS,baru kali ini masuk fandom yg punya gambar official fansnya imutt banget dipakein pita woiii aaargghh ga endudkurus perfect versi kalem bucin dan senggol bacok juga ada wkwkkwkw thank you dduks,"['baru', 'kali', 'ini', 'masuk', 'fandom', 'yg', 'punya', 'gambar', 'official', 'fansnya', 'imutt', 'banget', 'dipakein', 'pita', 'woiii', 'aaargghh', 'ga', 'endudkurus', 'perfect', 'versi', 'kalem', 'bucin', 'dan', 'senggol', 'bacok', 'juga', 'ada', 'wkwkkwkw', 'thank', 'you', 'dduks']","['kali', 'masuk', 'fandom', 'yg', 'gambar', 'official', 'fansnya', 'imutt', 'banget', 'dipakein', 'pita', 'woiii', 'aaargghh', 'ga', 'endudkurus', 'perfect', 'versi', 'kalem', 'bucin', 'senggol', 'bacok', 'wkwkkwkw', 'thank', 'dduks']"
Sun May 11 06:21:50 +0000 2025,7,yg benci sama mem bangtan smpe ngata²in gue sumpahin smoga suatu saat bucin mampus,in,0,inadtsuga,yg benci sama mem bangtan smpe ngatain gue sumpahin smoga suatu saat bucin mampus,yg benci sama mem bangtan smpe ngatain gue sumpahin smoga suatu saat bucin mampus,"['yg', 'benci', 'sama', 'mem', 'bangtan', 'smpe', 'ngatain', 'gue', 'sumpahin', 'smoga', 'suatu', 'saat', 'bucin', 'mampus']","['yg', 'benci', 'mem', 'bangtan', 'smpe', 'ngatain', 'gue', 'sumpahin', 'smoga', 'bucin', 'mampus']"
Fri May 02 15:50:56 +0000 2025,45,wealth talent brain looks and manners semua ada. God was in good mood when he created Billkin. cuma pas nuang bucin kayaknya porsinya 10x lipat dari manusia biasa,in,12,dazekrit,wealth talent brain looks and manners semua ada God was in good mood when he created Billkin cuma pas nuang bucin kayaknya porsinya x lipat dari manusia biasa,wealth talent brain looks and manners semua ada god was in good mood when he created billkin cuma pas nuang bucin kayaknya porsinya x lipat dari manusia biasa,"['wealth', 'talent', 'brain', 'looks', 'and', 'manners', 'semua', 'ada', 'god', 'was', 'in', 'good', 'mood', 'when', 'he', 'created', 'billkin', 'cuma', 'pas', 'nuang', 'bucin', 'kayaknya', 'porsinya', 'x', 'lipat', 'dari', 'manusia', 'biasa']","['wealth', 'talent', 'brain', 'looks', 'manners', 'god', 'good', 'mood', 'created', 'billkin', 'pas', 'nuang', 'bucin', 'kayaknya', 'porsinya', 'x', 'lipat', 'manusia']"
